DATE DE MISE A JOUR DES TARIFS : 27/09/2019;
Code article;Marque;Famille;Sous-famille;PVGC T.T.C.;Coeff.;Commentaires;P;Gamme;Prix facture fournisseur;R HF D;R HF C;R P PR;Prix net fournisseur;Prix net grossiste;Code barre;
HM676G0W1F;SIEMENS;CUISSON;Four combi micro ondes;1499;2.23;;P;;738.38;9;0;0;671.93;729.98;4242003672013;
HB672GBW1S;SIEMENS;CUISSON;Four encastrable pyrolyse;969;2.13;;P;;500;9;0;0;455;494.31;4242003814673;
HB672GBW1F;SIEMENS;CUISSON;Four encastrable pyrolyse;929;2.35;;P;;435.09;9;0;0;395.93;430.15;4242003672549;
HB675G5W1F;SIEMENS;CUISSON;Four encastrable pyrolyse;1159;2.25;;P;R;567.01;9;0;0;515.98;560.56;4242003671740;
HB675GBW1F;SIEMENS;CUISSON;Four encastrable pyrolyse;999;1.81;CTM;P;;605.66;9;0;0;551.15;605.57;4242003672624;
LC97FVW60;SIEMENS;CUISSON;Hotte;1579;1.81;CTM;P;;956.95;9;0;0;870.82;956.8;4242003761274;
LC91KWW60;SIEMENS;CUISSON;Hotte;1509;1.81;CTM;P;;914.55;9;0;0;832.24;914.41;4242003761106;
CT636LEW1;SIEMENS;CUISSON;Machine à café encastrable;2559;1.87;CTM;P;;1505.88;9;0;0;1370.35;1534.79;4242003677872;
BF634LGW1;SIEMENS;CUISSON;Micro ondes intégrable;779;2.25;;P;R;380.64;9;0;0;346.38;376.31;4242003676424;
BF555LMW0;SIEMENS;CUISSON;Micro ondes intégrable;499;2.28;;P;;240.3;9;0;0;218.67;237.56;4242003805688;
EX975KXW1E;SIEMENS;CUISSON;Plaque induction;2009;1.81;CTM;P;;1217.38;9;0;0;1107.82;1217.2;4242003765685;
GS58NAW35;SIEMENS;FROID;Congélateur armoire;1099;2.23;;P;D;542.36;9;0;0;493.55;536.19;4242003833094;
GS58NAW45;SIEMENS;FROID;Congélateur armoire;1229;2.16;;P;;623.85;9;0;0;567.7;616.75;4242003833087;
KD33VVW30;SIEMENS;FROID;Réfrigérateur 2ptes;669;2.15;;P;R;341.74;9;0;0;310.98;337.86;4242003540978;
KG39NVW35;SIEMENS;FROID;Réfrigérateur combiné;869;2.19;;P;R;436.56;9;0;0;397.27;431.59;4242003724910;
KG56NXW30;SIEMENS;FROID;Réfrigérateur combiné;1049;2.18;$0;P;L;529.2;9;0;0;481.57;523.19;4242003736753;
WD14H464FF;SIEMENS;LAVAGE;Lavante séchante hublot;1199;2.21;$1;P;R;595.36;9;0;0;541.78;588.58;4242003828779;
WD15G462FF;SIEMENS;LAVAGE;Lavante séchante hublot;969;2.18;;P;L;487.63;9;0;0;443.74;482.08;4242003819050;
WK14D541FF;SIEMENS;LAVAGE;Lavante séchante intégrable;1399;1.94;$0;P;;792.99;9;0;0;721.62;783.97;4242003722527;
WM14B211FF;SIEMENS;LAVAGE;Lave linge hublot pose libre;499;2.32;;P;R;236.06;9;0;0;214.81;233.37;4242003675489;
WM14N2X0FF;SIEMENS;LAVAGE;Lave linge hublot pose libre;799;1.86;$0;P;;472.07;9;0;0;429.58;466.7;4242003770764;
WM14E270FF;SIEMENS;LAVAGE;Lave linge hublot pose libre;499;1.51;$0;P;;363.4;9;0;0;330.69;363.34;4242003645642;
WM14W690FF;SIEMENS;LAVAGE;Lave linge hublot pose libre;999;2.18;;P;L;504;9;0;0;458.64;498.27;4242003681800;
WM14T458FF;SIEMENS;LAVAGE;Lave linge hublot pose libre;729;2.29;;P;L;349.28;9;0;0;317.84;345.31;4242003797563;
WM14T409FF;SIEMENS;LAVAGE;Lave linge hublot pose libre;829;2.4;;P;L;379.1;9;0;0;344.98;374.79;4242003805619;
WM14E277FF;SIEMENS;LAVAGE;Lave linge hublot pose libre;519;2.26;;P;L;251.99;9;0;0;229.31;249.12;4242003763780;
WM12B211FF;SIEMENS;LAVAGE;Lave linge hublot pose libre;479;2.3;;P;L;228.99;9;0;0;208.38;226.39;4242003678749;
WM12N260FF;SIEMENS;LAVAGE;Lave linge hublot pose libre;599;2.31;;P;O;284.96;9;0;0;259.31;281.71;4242003732069;
WS12L260FF;SIEMENS;LAVAGE;Lave linge hublot pose libre;729;2.14;$0;P;R;374.23;9;0;0;340.55;369.97;4242003827918;
WMH6Y892FF;SIEMENS;LAVAGE;Lave linge hublot pose libre;1399;2.17;;P;;708.08;9;0;0;644.35;700.02;4242003732151;
WM14N060FF;SIEMENS;LAVAGE;Lave linge hublot pose libre;579;2.35;;P;R;271.17;9;0;0;246.76;268.08;4242003732083;
WM14U940EU;SIEMENS;LAVAGE;Lave linge hublot pose libre;1599;1.67;CTM;P;;1053.33;9;0;0;958.53;1053.17;4242003787557;
WI14W540FF;SIEMENS;LAVAGE;Lave linge intégrable;1099;1.99;;P;R;607.26;9;0;0;552.61;600.35;4242003770054;
WI12A201FF;SIEMENS;LAVAGE;Lave linge intégrable;899;1.81;CTM;P;;545.09;9;0;0;496.03;545;4242003722640;
SR236W01ME;SIEMENS;LAVAGE;Lave vaisselle 45cm pose libre;659;2.2;;P;R;328.87;9;0;0;299.27;325.12;4242003818589;
SN558W09ME;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;869;2.18;;P;R;438.14;9;0;0;398.71;433.16;4242003827130;
SN536W03ME;SIEMENS;LAVAGE;Lave vaisselle 60cm intégrable;809;2.26;;P;R;393.04;9;0;0;357.67;388.57;4242003767757;
SN236W03NE;SIEMENS;LAVAGE;Lave vaisselle 60cm pose libre;749;2.23;;P;L;369.77;9;0;0;336.49;365.57;4242003855195;
SN215W02AE;SIEMENS;LAVAGE;Lave vaisselle 60cm pose libre;509;2.25;;P;L;248.9;9;0;0;226.5;246.06;4242003787625;
SN236W01GE;SIEMENS;LAVAGE;Lave vaisselle 60cm pose libre;629;2.24;;P;R;308.36;9;0;0;280.61;304.85;4242003793558;
SN258W00TE;SIEMENS;LAVAGE;Lave vaisselle 60cm pose libre;919;2.09;;P;;482.36;9;0;0;438.95;476.87;4242003800867;
SN236W03ME;SIEMENS;LAVAGE;Lave vaisselle 60cm pose libre;749;2.38;;P;;345.12;9;0;0;314.06;341.2;4242003762554;
SN236W02GE;SIEMENS;LAVAGE;Lave vaisselle 60cm pose libre;599;2.07;;P;;317.78;9;0;0;289.18;314.17;4242003782798;
SN236W03GE;SIEMENS;LAVAGE;Lave vaisselle 60cm pose libre;619;2.34;;P;O;290.34;9;0;0;264.21;287.03;4242003793930;
WT43N207FF;SIEMENS;LAVAGE;Sèche linge hublot condensatio;569;2.19;;P;L;285.52;9;0;0;259.82;282.26;4242003860953;
WT46G401FF;SIEMENS;LAVAGE;Sèche linge hublot condensatio;629;2.3;;P;;300.36;9;0;0;273.33;296.95;4242003771754;
WT43N200FF;SIEMENS;LAVAGE;Sèche linge hublot condensatio;569;2.19;$0;P;;285.52;9;0;0;259.82;282.26;4242003763902;
WT45G408FF;SIEMENS;LAVAGE;Sèche linge hublot condensatio;629;2.18;;P;O;317.77;9;0;0;289.17;314.16;4242003861172;
WT33A200FF;SIEMENS;LAVAGE;Sèche linge hublot évacuation;529;2.22;;P;R;261.31;9;0;0;237.79;258.34;4242003754498;
WT45RV01FF;SIEMENS;LAVAGE;Sèche linge pompe à chaleur;829;2.26;$0;P;L;402.58;9;0;0;366.35;397.99;4242003838747;
WT45W461FF;SIEMENS;LAVAGE;Sèche linge pompe à chaleur;929;2.18;;P;;468.56;9;0;0;426.39;463.22;4242003846797;
WT47W591FF;SIEMENS;LAVAGE;Sèche linge pompe à chaleur;1099;2.05;$0;P;R;589.55;9;0;0;536.49;582.85;4242003831120;
WT45RVX0FF;SIEMENS;LAVAGE;Sèche linge pompe à chaleur;899;2.07;;P;;476.29;9;0;0;433.42;470.87;4242003838334;
WT47W491FF;SIEMENS;LAVAGE;Sèche linge pompe à chaleur;999;2.18;$0;P;L;503.61;9;0;0;458.29;497.87;4242003832851;
LZ27001;SIEMENS;CUISSON;Accessoires cuisson;39;1.63;CTM;P;;26.33;9;0;0;23.96;26.33;4242003680889;
ET375FAB1E;SIEMENS;CUISSON;Accessoires cuisson;999;1.87;CTM;P;;588.23;9;0;0;535.29;599.52;4242003689073;
BI630ENS1;SIEMENS;CUISSON;Accessoires cuisson;299;2.08;;P;;158.02;9;0;0;143.8;156.22;4242003676646;
BI630CNS1;SIEMENS;CUISSON;Accessoires cuisson;579;2.16;;P;;294.96;9;0;0;268.41;291.6;4242003676561;
HZ390522;SIEMENS;CUISSON;Autres;199;1.66;CTM;P;;131.66;9;0;0;119.81;131.64;4242003616024;
HZ390512;SIEMENS;CUISSON;Autres;299;1.66;CTM;P;;197.49;9;0;0;179.72;197.46;4242003617755;
ET475FYB1E;SIEMENS;CUISSON;Autres;1509;2.1;;P;;790.08;9;0;0;718.97;781.09;4242003689127;
CM676GBS1;SIEMENS;CUISSON;Four combi micro ondes;1559;1.81;CTM;P;;944.83;9;0;0;859.8;944.69;4242003658376;
CM656GBS1;SIEMENS;CUISSON;Four combi micro ondes;1259;2.05;;P;;674.7;9;0;0;613.98;667.03;4242003658369;
HN678G4S6;SIEMENS;CUISSON;Four combi micro ondes;2399;2.02;;P;R;1304.36;9;0;0;1186.97;1289.52;4242003672174;
CM633GBS1;SIEMENS;CUISSON;Four combi micro ondes;1089;2.14;$1 INDISPO GDD le 1;P;R;559.79;9;0;0;509.41;553.43;4242003658345;
CM585AMS0;SIEMENS;CUISSON;Four combi micro ondes;699;2.15;;P;R;356.72;9;0;0;324.62;352.67;4242003805336;
HM676G0W1F;SIEMENS;CUISSON;Four combi micro ondes;1499;2.23;;P;;738.38;9;0;0;671.93;729.98;4242003672013;
HM676G0S6;SIEMENS;CUISSON;Four combi micro ondes;1599;2.23;;P;;787.62;9;0;0;716.73;778.66;4242003739952;
HM676G0S1F;SIEMENS;CUISSON;Four combi micro ondes;1549;2.31;;P;;738.38;9;0;0;671.93;729.98;4242003671993;
HB553AER0;SIEMENS;CUISSON;Four encastrable manuel;529;2.35;$0;P;L;247.42;9;0;0;225.15;244.61;4242003799277;
HB557ABS0;SIEMENS;CUISSON;Four encastrable manuel;599;2.19;;P;R;299.96;9;0;0;272.96;296.54;4242003799338;
HB557A5S0;SIEMENS;CUISSON;Four encastrable manuel;699;2.21;;P;R;347.82;9;0;0;316.52;343.86;4242003799314;
HB573ABR0;SIEMENS;CUISSON;Four encastrable pyrolyse;729;2.42;;P;L;331.5;9;0;0;301.66;327.73;4242003799352;
HB675GBS1F;SIEMENS;CUISSON;Four encastrable pyrolyse;999;2.34;;P;;468.64;9;0;0;426.46;463.31;4242003672617;
HB578BBS0;SIEMENS;CUISSON;Four encastrable pyrolyse;1099;2.15;;P;R;560.57;9;0;0;510.12;554.19;4242003799451;
HB675GBS1;SIEMENS;CUISSON;Four encastrable pyrolyse;999;2.13;;P;;515.46;9;0;0;469.07;509.6;4242003672419;
HB573ABV0;SIEMENS;CUISSON;Four encastrable pyrolyse;729;2.42;;P;R;331.5;9;0;0;301.66;327.73;4242003799369;
HB673GBS1F;SIEMENS;CUISSON;Four encastrable pyrolyse;949;2.19;;P;;477.23;9;0;0;434.28;471.8;4242003672570;
CB675GBS3;SIEMENS;CUISSON;Four encastrable pyrolyse;959;2.15;;P;R;489.2;9;0;0;445.17;483.63;4242003836514;
HB672GBW1S;SIEMENS;CUISSON;Four encastrable pyrolyse;969;2.13;;P;;500;9;0;0;455;494.31;4242003814673;
HB672GBW1F;SIEMENS;CUISSON;Four encastrable pyrolyse;929;2.35;;P;;435.09;9;0;0;395.93;430.15;4242003672549;
HB672GBS2;SIEMENS;CUISSON;Four encastrable pyrolyse;969;2.13;;P;;500;9;0;0;455;494.31;4242003861431;
HB672GBS1F;SIEMENS;CUISSON;Four encastrable pyrolyse;929;2.35;;P;;435.09;9;0;0;395.93;430.15;4242003672532;
HB578A0S0;SIEMENS;CUISSON;Four encastrable pyrolyse;799;2.1;$0;P;;417.4;9;0;0;379.83;412.65;4242003799413;
HR675GBS1;SIEMENS;CUISSON;Four encastrable pyrolyse;1659;1.81;CTM;P;;1005.4;9;0;0;914.91;1005.24;4242003786369;
HB676G0S1F;SIEMENS;CUISSON;Four encastrable pyrolyse;1159;2.08;$0;P;;611.13;9;0;0;556.13;604.18;4242003671764;
HB675G5S1F;SIEMENS;CUISSON;Four encastrable pyrolyse;1159;2.25;;P;L;567.01;9;0;0;515.98;560.56;4242003671733;
HB675GBW1F;SIEMENS;CUISSON;Four encastrable pyrolyse;999;1.81;CTM;P;;605.66;9;0;0;551.15;605.57;4242003672624;
HB675G5W1F;SIEMENS;CUISSON;Four encastrable pyrolyse;1159;2.25;;P;R;567.01;9;0;0;515.98;560.56;4242003671740;
CD634GAS0;SIEMENS;CUISSON;Four vapeur;1229;2.22;;P;;608.7;9;0;0;553.92;601.76;4242003833254;
CS658GRS2;SIEMENS;CUISSON;Four vapeur;1639;2.13;;P;R;845.36;9;0;0;769.28;835.74;4242003839300;
CS656GBS2;SIEMENS;CUISSON;Four vapeur;1539;2.13;;P;R;793.81;9;0;0;722.37;784.78;4242003839263;
LC67BF532;SIEMENS;CUISSON;Hotte;579;2.21;;P;;288.03;9;0;0;262.11;284.75;4242003675724;
LF959RB51;SIEMENS;CUISSON;Hotte;1399;1.87;CTM;P;;823.52;9;0;0;749.4;839.33;4242003688014;
LI64MA530;SIEMENS;CUISSON;Hotte;399;2.08;;P;R;210.69;9;0;0;191.73;208.3;4242003717844;
LC97BHM50;SIEMENS;CUISSON;Hotte;599;2.06;;P;;320;9;0;0;291.2;316.36;4242003805978;
LC67BB532;SIEMENS;CUISSON;Hotte;579;2.31;;P;;275.13;9;0;0;250.37;272;4242003650295;
LF959RB21;SIEMENS;CUISSON;Hotte;1399;1.87;CTM;P;;823.52;9;0;0;749.4;839.33;4242003795064;
LD97DBM60;SIEMENS;CUISSON;Hotte;1999;2.17;;P;R;1010.31;9;0;0;919.38;998.82;4242003823378;
LC97BF532;SIEMENS;CUISSON;Hotte;659;1.87;CTM;P;;388.23;9;0;0;353.29;395.68;4242003675755;
LC64PBC50;SIEMENS;CUISSON;Hotte;239;2.08;$0;P;;126.4;9;0;0;115.02;124.97;4242003801277;
LC98KLV60;SIEMENS;CUISSON;Hotte;1209;2.17;;P;R;611.52;9;0;0;556.48;604.56;4242003761328;
LF959RA51;SIEMENS;CUISSON;Hotte;1599;1.87;CTM;P;;941.17;9;0;0;856.46;959.24;4242003688342;
LC97BC532;SIEMENS;CUISSON;Hotte;629;2.35;;P;;294.71;9;0;0;268.19;291.36;4242003650530;
LB88574;SIEMENS;CUISSON;Hotte;579;2.13;;P;;298.35;9;0;0;271.5;294.95;4242003681534;
LC97BHP50;SIEMENS;CUISSON;Hotte;659;2.18;;P;R;331.96;9;0;0;302.08;328.18;4242003832028;
LF91BA582;SIEMENS;CUISSON;Hotte;1599;1.87;CTM;P;;941.17;9;0;0;856.46;959.24;4242003675779;
LC96QFM50;SIEMENS;CUISSON;Hotte;499;1.81;CTM;P;;302.83;9;0;0;275.58;302.78;4242003802076;
LB75564;SIEMENS;CUISSON;Hotte;399;2.23;;P;;196.52;9;0;0;178.83;194.29;4242003271865;
LC87KHM60;SIEMENS;CUISSON;Hotte;829;2.23;;P;R;407.68;9;0;0;370.99;403.04;4242003760994;
LF16VA570;SIEMENS;CUISSON;Hotte;1999;1.81;CTM;P;;1211.33;9;0;0;1102.31;1211.15;4242003761595;
LC96BFM50;SIEMENS;CUISSON;Hotte;499;1.81;CTM;P;;302.83;9;0;0;275.58;302.78;4242003805947;
LU63LCC50;SIEMENS;CUISSON;Hotte;219;1.81;CTM;P;;133.24;9;0;0;121.25;133.22;4242003776438;
LB57574;SIEMENS;CUISSON;Hotte;499;1.81;CTM;P;;302.83;9;0;0;275.58;302.78;4242003681497;
LC87KHM20;SIEMENS;CUISSON;Hotte;829;2.23;;P;R;407.68;9;0;0;370.99;403.04;4242003760987;
LF16RH560;SIEMENS;CUISSON;Hotte;2299;1.81;CTM;P;;1393.03;9;0;0;1267.66;1392.82;4242003738344;
LC96BBC50;SIEMENS;CUISSON;Hotte;399;1.81;CTM;P;;242.26;9;0;0;220.46;242.22;4242003797013;
LI97SA530;SIEMENS;CUISSON;Hotte;659;2.08;;P;;347.63;9;0;0;316.34;343.67;4242003723357;
LB53NAA30;SIEMENS;CUISSON;Hotte;199;2.08;;P;;105.33;9;0;0;95.85;104.13;4242003831700;
LC67BHP50;SIEMENS;CUISSON;Hotte;599;2.18;;P;R;302.06;9;0;0;274.87;298.63;4242003831731;
LC98KLP60;SIEMENS;CUISSON;Hotte;1009;1.81;CTM;P;;611.72;9;0;0;556.67;611.63;4242003761311;
LC94PBC50;SIEMENS;CUISSON;Hotte;279;1.81;CTM;P;;169.58;9;0;0;154.32;169.56;4242003801307;
LI67SA680;SIEMENS;CUISSON;Hotte;899;1.87;CTM;P;;529.41;9;0;0;481.76;539.57;4242003723500;
LB75565;SIEMENS;CUISSON;Hotte;409;2.29;;P;R;196.52;9;0;0;178.83;194.29;4242003838402;
LC98BA572;SIEMENS;CUISSON;Hotte;899;1.87;CTM;P;;529.41;9;0;0;481.76;539.57;4242003675748;
LC91KWW60;SIEMENS;CUISSON;Hotte;1509;1.81;CTM;P;;914.55;9;0;0;832.24;914.41;4242003761106;
LI67RC540;SIEMENS;CUISSON;Hotte;699;2.1;;P;;365.23;9;0;0;332.36;361.08;4242003723432;
LC97FVW60;SIEMENS;CUISSON;Hotte;1579;1.81;CTM;P;;956.95;9;0;0;870.82;956.8;4242003761274;
LB55565;SIEMENS;CUISSON;Hotte;309;2.27;;P;L;149.48;9;0;0;136.03;147.78;4242003838389;
LC91BE542;SIEMENS;CUISSON;Hotte;799;2.1;;P;;417.4;9;0;0;379.83;412.65;4242003652039;
LI64MC520;SIEMENS;CUISSON;Hotte;299;1.81;CTM;P;;181.7;9;0;0;165.35;181.68;4242003717868;
LC97FQP60;SIEMENS;CUISSON;Hotte;1109;1.81;CTM;P;;672.28;9;0;0;611.77;672.18;4242003761175;
LC91BA582;SIEMENS;CUISSON;Hotte;1009;1.87;CTM;P;;594.11;9;0;0;540.64;605.52;4242003675731;
LF98GA542;SIEMENS;CUISSON;Hotte;1059;1.87;CTM;P;;623.52;9;0;0;567.4;635.49;4242003650523;
LC97FLV60;SIEMENS;CUISSON;Hotte;1309;1.81;CTM;P;;793.42;9;0;0;722.01;793.31;4242003761168;
CT636LEW1;SIEMENS;CUISSON;Machine à café encastrable;2559;1.87;CTM;P;;1505.88;9;0;0;1370.35;1534.79;4242003677872;
CT636LES6;SIEMENS;CUISSON;Machine à café encastrable;2669;2.11;;P;;1389.63;9;0;0;1264.56;1373.83;4242003703595;
BF555LMW0;SIEMENS;CUISSON;Micro ondes intégrable;499;2.28;;P;;240.3;9;0;0;218.67;237.56;4242003805688;
CP565AGS0;SIEMENS;CUISSON;Micro ondes intégrable;1399;2.15;;P;R;713.45;9;0;0;649.24;705.33;4242003803912;
BF634LGW1;SIEMENS;CUISSON;Micro ondes intégrable;779;2.25;;P;R;380.64;9;0;0;346.38;376.31;4242003676424;
BF634LGS1;SIEMENS;CUISSON;Micro ondes intégrable;779;2.25;;P;R;380.64;9;0;0;346.38;376.31;4242003676400;
BF555LMS0;SIEMENS;CUISSON;Micro ondes intégrable;499;2.28;;P;R;240.3;9;0;0;218.67;237.56;4242003805718;
BF550LMR0;SIEMENS;CUISSON;Micro ondes intégrable;459;2.3;;P;R;219.6;9;0;0;199.84;217.1;4242003805732;
BE555LMS0;SIEMENS;CUISSON;Micro-ondes gril intégrable;559;2.15;;P;;285.38;9;0;0;259.7;282.14;4242003805695;
BE634LGS1;SIEMENS;CUISSON;Micro-ondes gril intégrable;799;2.12;;P;R;413.2;9;0;0;376.01;408.5;4242003676363;
BE550LMR0;SIEMENS;CUISSON;Micro-ondes gril intégrable;499;2.15;;P;R;254.8;9;0;0;231.87;251.9;4242003805749;
EB6B5PB60;SIEMENS;CUISSON;Plaque gaz;269;1.81;CTM;P;;163.52;9;0;0;148.8;163.5;4242003687062;
EC9A5RB90;SIEMENS;CUISSON;Plaque gaz;799;2.15;;P;R;407.68;9;0;0;370.99;403.04;4242003742204;
EC7A5SB90;SIEMENS;CUISSON;Plaque gaz;609;2.19;;P;R;305.77;9;0;0;278.25;302.29;4242003742167;
EC7A5RB90;SIEMENS;CUISSON;Plaque gaz;609;2.19;;P;R;305.76;9;0;0;278.24;302.29;4242003676134;
EC6A5HB90;SIEMENS;CUISSON;Plaque gaz;439;2.2;;P;R;219.12;9;0;0;199.4;216.63;4242003741962;
EP9A6QB90;SIEMENS;CUISSON;Plaque gaz;899;2.13;;P;;464.65;9;0;0;422.83;459.37;4242003674673;
EP7A6SB20;SIEMENS;CUISSON;Plaque gaz;799;1.81;CTM;P;;484.53;9;0;0;440.92;484.46;4242003690512;
EP6A6PB20;SIEMENS;CUISSON;Plaque gaz;499;2.5;;P;O;219.35;9;0;0;199.61;216.85;4242003742440;
EP7A6QB20;SIEMENS;CUISSON;Plaque gaz;769;2.05;;P;;411.47;9;0;0;374.44;406.8;4242003742525;
EP6A2PB20;SIEMENS;CUISSON;Plaque gaz;459;1.81;CTM;P;;278.6;9;0;0;253.53;278.56;4242003742358;
EO6B6PB10;SIEMENS;CUISSON;Plaque gaz;329;2.4;;P;L;150.76;9;0;0;137.19;149.04;4242003687888;
EG6B5PB60;SIEMENS;CUISSON;Plaque gaz;309;1.86;CTM;P;;182.35;9;0;0;165.94;185.85;4242003768389;
EC7A5QB80;SIEMENS;CUISSON;Plaque gaz;499;1.86;CTM;P;;294.11;9;0;0;267.64;299.76;4242003742105;
EP6A6CB20;SIEMENS;CUISSON;Plaque gaz;479;2.46;;P;R;214.37;9;0;0;195.08;211.94;4242003742372;
EX975KXW1E;SIEMENS;CUISSON;Plaque induction;2009;1.81;CTM;P;;1217.38;9;0;0;1107.82;1217.2;4242003765685;
EE651BPB1E;SIEMENS;CUISSON;Plaque induction;569;1.81;CTM;P;;345.22;9;0;0;314.15;345.17;4242003787212;
EX652FEB1F;SIEMENS;CUISSON;Plaque induction;819;2.28;;P;R;394;9;0;0;358.54;389.51;4242003757468;
EX875LYV1E;SIEMENS;CUISSON;Plaque induction;1609;1.81;CTM;P;;975.12;9;0;0;887.36;974.98;4242003786338;
ED851FSB1E;SIEMENS;CUISSON;Plaque induction;929;2.23;;P;;458.65;9;0;0;417.37;453.43;4242003691724;
EX651LYC1F;SIEMENS;CUISSON;Plaque induction;1309;2.17;;P;R;662.49;9;0;0;602.87;654.95;4242003757987;
EX875LX34E;SIEMENS;CUISSON;Plaque induction;3499;2.09;$0;P;;1838.6;9;0;0;1673.13;1817.68;4242003763988;
ED659FJB1E;SIEMENS;CUISSON;Plaque induction;729;1.87;CTM;P;;429.41;9;0;0;390.76;437.65;4242003697443;
EX375FXB1E;SIEMENS;CUISSON;Plaque induction;899;2.08;;P;R;474.04;9;0;0;431.38;468.65;4242003697405;
EX751FJC1F;SIEMENS;CUISSON;Plaque induction;809;1.87;CTM;P;;476.46;9;0;0;433.58;485.61;4242003760246;
ED651FSB1E;SIEMENS;CUISSON;Plaque induction;729;2.39;;P;;334.5;9;0;0;304.39;330.7;4242003715925;
EU651BEB1E;SIEMENS;CUISSON;Plaque induction;529;2.26;;P;R;257.18;9;0;0;234.03;254.25;4242003787199;
EX651FEB1F;SIEMENS;CUISSON;Plaque induction;789;2.33;;P;O;371.47;9;0;0;338.04;367.25;4242003757444;
EX675LEV1F;SIEMENS;CUISSON;Plaque induction;1099;1.87;CTM;P;;647.05;9;0;0;588.82;659.48;4242003759158;
EU631BJB1E;SIEMENS;CUISSON;Plaque induction;529;2.54;;P;R;228.97;9;0;0;208.36;226.36;4242003716601;
EH651BJB1E;SIEMENS;CUISSON;Plaque induction;619;2.97;CATA RENTREE;P;O;228.97;9;0;0;208.36;226.36;4242003757383;
EX651LEB1F;SIEMENS;CUISSON;Plaque induction;1009;2.18;;P;;509.61;9;0;0;463.75;503.81;4242003757291;
EX859FVC1E;SIEMENS;CUISSON;Plaque induction;1409;2.15;;P;R;720.16;9;0;0;655.35;711.97;4242003788684;
ED851FSB5E;SIEMENS;CUISSON;Plaque induction;929;2.23;;P;R;458.65;9;0;0;417.37;453.43;4242003828083;
EX651FXC1E;SIEMENS;CUISSON;Plaque induction;1109;1.81;CTM;P;;672.28;9;0;0;611.77;672.18;4242003716793;
EX851LYC1F;SIEMENS;CUISSON;Plaque induction;1499;2.18;;P;R;754.6;9;0;0;686.69;746.01;4242003758014;
EU651BJB1E;SIEMENS;CUISSON;Plaque induction;519;2.49;;P;L;228.97;9;0;0;208.36;226.36;4242003787175;
ED751FPB1F;SIEMENS;CUISSON;Plaque induction;779;2.19;;P;R;391.75;9;0;0;356.49;387.3;4242003757307;
EX275FXB1E;SIEMENS;CUISSON;Plaque induction;1499;2;;P;;821.69;9;0;0;747.74;812.35;4242003701218;
EX851LVC1F;SIEMENS;CUISSON;Plaque induction;1229;2.29;;P;R;589.58;9;0;0;536.52;582.87;4242003787540;
ED651FSB5E;SIEMENS;CUISSON;Plaque induction;729;2.39;;P;R;334.5;9;0;0;304.39;330.7;4242003827987;
EU631BCB1E;SIEMENS;CUISSON;Plaque induction;489;1.86;CTM;P;;288.23;9;0;0;262.29;293.76;4242003716526;
EX851FEC1F;SIEMENS;CUISSON;Plaque induction;1129;2.33;;P;R;531.39;9;0;0;483.56;525.35;4242003757994;
ED651FJB1E;SIEMENS;CUISSON;Plaque induction;719;2.14;;P;R;369.07;9;0;0;335.85;364.87;4242003715918;
EH651BEB1E;SIEMENS;CUISSON;Plaque induction;629;1.81;CTM;P;;381.56;9;0;0;347.22;381.51;4242003748008;
EX679FEC1F;SIEMENS;CUISSON;Plaque induction;909;2.18;;P;R;458.65;9;0;0;417.37;453.43;4242003694305;
EX975LXC1F;SIEMENS;CUISSON;Plaque induction;1709;2.02;$0;P;;931.26;9;0;0;847.45;920.66;4242003717080;
EH375FBB1E;SIEMENS;CUISSON;Plaque induction;859;1.81;CTM;P;;520.87;9;0;0;473.99;520.79;4242003691731;
EX659FEB1F;SIEMENS;CUISSON;Plaque induction;829;2.3;;P;R;396;9;0;0;360.36;391.5;4242003757482;
EO6B6YB10;SIEMENS;CUISSON;Plaque mixte;319;2.33;;P;R;150.76;9;0;0;137.19;149.04;4242003687949;
ET651BF17E;SIEMENS;CUISSON;Plaque vitrocéramique;419;2.26;;P;R;203.84;9;0;0;185.49;201.52;4242003614600;
ET631BK17E;SIEMENS;CUISSON;Plaque vitrocéramique;379;2.33;;P;R;178.59;9;0;0;162.52;176.56;4242003616154;
ET611HE17F;SIEMENS;CUISSON;Plaque vitrocéramique;309;2.32;;P;L;146.39;9;0;0;133.21;144.73;4242003855119;
ET675FMP1E;SIEMENS;CUISSON;Plaque vitrocéramique;619;1.81;CTM;P;;375.51;9;0;0;341.71;375.46;4242003762899;
ET645FFP1E;SIEMENS;CUISSON;Plaque vitrocéramique;519;1.86;CTM;P;;305.88;9;0;0;278.35;311.75;4242003764657;
ET611HE17E;SIEMENS;CUISSON;Plaque vitrocéramique;309;1.32;;P;;258.01;9;0;0;234.79;257.97;4242003640388;
GS58NAW35;SIEMENS;FROID;Congélateur armoire;1099;2.23;;P;D;542.36;9;0;0;493.55;536.19;4242003833094;
GS58NAW45;SIEMENS;FROID;Congélateur armoire;1229;2.16;;P;;623.85;9;0;0;567.7;616.75;4242003833087;
GI81NAC30;SIEMENS;FROID;Congélateur armoire intégrable;1049;2.17;;P;R;530.83;9;0;0;483.06;524.8;4242003731390;
GI41NAC30;SIEMENS;FROID;Congélateur armoire intégrable;929;2.14;;P;R;477.74;9;0;0;434.74;472.3;4242003731222;
